date,ret_lag_1_cs,ret_lag_2_cs,ret_lag_3_cs,mom_2_6_cs,mom_2_12_cs,vol_3m_cs,vol_6m_cs,vol_12m_cs,price_ma_6_ratio_cs,price_ma_12_ratio_cs,log_mkt_cap_cs,turnover_cs,turnover_3m_cs,turnover_12m_cs
1995-06-30,-3.092543244081216e-18,-3.622693514495139e-17,4.3295605417137025e-18,-3.658036865856067e-17,2.0742129329944728e-17,-1.6425822544991373e-16,-5.5223986501450286e-17,1.53301786528026e-17,1.6699733518038567e-17,4.4112920417358487e-17,7.087667323542135e-16,-4.155743044200388e-17,3.86567905510152e-18,3.125677635982086e-17
1995-07-31,1.2954761080806961e-17,9.84561842141329e-18,2.0079879675250788e-17,5.0523568215147146e-17,1.681082668376591e-17,3.0141410781344195e-17,8.614916118736629e-17,1.9604871768954534e-16,-2.711863319582257e-17,3.96496656329448e-17,8.24505768987959e-16,1.2069519073618484e-17,-5.621286745646821e-17,-4.152000926398631e-17
1995-08-31,-2.6683128345590195e-17,-1.438466587076808e-17,1.4171243528471817e-17,2.2452030409566796e-17,-5.034099498913087e-18,5.1520153430317724e-17,1.1183330736324145e-17,1.4427350339227332e-17,5.907530434760541e-17,-3.798917692873469e-18,1.8561341109505934e-16,-9.475951997954046e-18,-1.1620846538031482e-16,-8.088706773028341e-18
1995-09-29,-1.14697698320293e-17,4.5372128175320325e-17,2.5558787286842455e-17,5.432826520806512e-17,-1.5116121613344324e-17,-7.068800136811428e-17,-1.1926025869546488e-16,-1.754050988677188e-16,-3.5064121401783864e-17,1.5007866419257492e-17,-3.404599450325014e-16,1.6898371759895837e-19,-5.625045499575327e-17,-1.9792217923778e-17
1995-10-31,-8.649965131477651e-19,-2.0262543320486397e-17,2.0446355079530298e-17,2.3095406901045327e-17,-2.121403948494894e-17,-6.828066225660171e-17,-5.588958720575998e-17,3.5854105469974867e-17,1.4272442466938124e-17,4.904530229547828e-17,-8.615365270951741e-16,2.168978756718021e-17,2.8415135456904085e-17,5.142404270663464e-17
1995-11-30,3.4345646546795253e-17,3.5891200641401036e-17,-1.2160505480474695e-17,-2.0092203229875222e-17,-1.0400291094951437e-17,-7.805048177759221e-17,-9.307670214181513e-17,-1.1334063360442434e-16,2.3397971710004266e-18,-1.7172823273397627e-19,-9.404267345094375e-17,-1.382412273508509e-17,6.6544690184415804e-18,6.755359355172791e-17
1995-12-29,-7.905745171503232e-18,-2.8118812555941226e-17,1.333293239734599e-17,2.416593997018961e-17,-8.85443459208362e-17,-1.3238918130441628e-16,4.9528425155525654e-17,8.290348990657444e-18,-2.93180286309429e-17,1.816184701561553e-17,-6.713473332125177e-17,-5.669701300698331e-17,-1.2529537752890527e-16,4.401577041431529e-17
1996-01-31,-3.0296023412170273e-18,-2.9917323119518146e-17,2.4068507488557495e-17,3.769119857146045e-17,-1.3296588053119176e-17,3.946898605641072e-17,-4.712714753004265e-18,2.070228266498302e-17,8.415562058936187e-19,6.3958271647915026e-18,-4.58143198488486e-16,8.501821570040284e-17,1.2833732139877687e-16,-3.374640385633411e-17
1996-02-29,-1.8482713993002983e-17,1.445012184907506e-17,2.5686771833457556e-17,-1.0375523536981222e-17,7.204057840454573e-18,-6.56136346751606e-17,1.224899863718107e-16,-4.0661970784606567e-17,-2.6421879776361086e-17,-1.333695839267829e-17,9.6866223790602e-17,2.6190845851448546e-17,-6.03628636544211e-17,-9.627813743627918e-17
1996-03-29,-1.8051733684004036e-17,-1.1344438140864922e-17,-9.357091313268148e-18,-3.3702089951328636e-17,6.071758588897229e-17,2.4634820050418353e-17,2.6580763819106862e-17,1.425921348800686e-16,1.6561223563306455e-17,-6.193897612676615e-17,1.1178825905231858e-17,-9.050191139110625e-17,5.548009893707663e-18,2.554568734640021e-17
1996-04-30,-2.886448512557259e-17,-2.2471205012434913e-17,-1.2872443878526114e-17,1.212475090599006e-17,-5.4581586995131925e-17,-9.730112602057024e-18,-6.25232988385554e-17,6.870692180061034e-17,3.5606351827257477e-17,-2.4976986866339526e-17,-3.1342481091984307e-16,-4.6341808358602846e-17,-6.396563899841382e-17,5.456137907695528e-19
1996-05-31,1.46428989597787e-17,-2.4415594819212656e-17,-1.0234284219200166e-17,-7.313576953566888e-17,2.487226285002733e-18,4.085841161357605e-17,1.3375422221862373e-16,-8.187427375360134e-18,-1.65323052771695e-17,1.7747626528199518e-17,3.641043424138521e-16,-2.139359028128958e-17,-1.3469400504836757e-16,-3.3891225818197473e-17
1996-06-28,2.098028264936034e-17,-1.1493888430794033e-17,-1.538125582306895e-17,4.9675641094733114e-17,1.2226402403454333e-17,-8.069339480523208e-17,-6.455471584418567e-17,9.147875586700457e-17,-3.064380871018204e-17,1.2359866326264817e-17,4.566065267027766e-16,-3.9485639836096796e-17,8.564263068936091e-17,-8.836910796963221e-17
1996-07-31,4.83230913873844e-19,-3.9383319480718287e-17,5.235001566966643e-17,-1.3560667520584746e-17,-5.476617023903565e-17,1.368348871119435e-16,1.0937126350678002e-16,4.767878350221927e-17,1.804062078462351e-17,-4.445724407639365e-17,3.648393399747522e-17,-2.240731680322309e-17,2.5998829897483376e-17,-1.3933158016695835e-17
1996-08-30,-2.08477643756883e-17,2.2717697439919886e-17,-2.3075769728815294e-18,2.0827871470749667e-17,5.315384199602971e-17,4.458994641994783e-17,-3.7716947763649826e-17,1.8778902262070378e-17,-4.4453804351774054e-17,-5.6097991926947526e-18,-1.4406441756558652e-16,-1.451187415273341e-17,-2.7201060890464495e-17,7.923344037057872e-17
